Date,Regime_0,Regime_1,Regime_2
2022-12-28,0.001042347899352403,0.9989576516087962,4.90517889611909e-10
2022-12-29,0.9987137673611782,0.0012862317969012595,8.417469301173188e-10
2022-12-30,0.0012691421471500094,0.99873085712045,7.337845724537194e-10
2023-01-02,0.9983095767173227,0.001690420968826447,2.315042974521441e-09
2023-01-03,0.0016466505518011848,0.998353349069391,3.791583912644856e-10
2023-01-04,0.9981458210430498,0.0018541512832367594,2.7671931879430934e-08
2023-01-05,0.0017544621459720648,0.9982455318472191,6.008220003163418e-09
2023-01-06,0.9980749207707785,0.001925060581219165,1.864854411733037e-08
2023-01-09,0.0017772895470456519,0.9982227075703136,2.883170887140799e-09
2023-01-10,0.9979858100717571,0.0020140805905735797,1.0933662380675352e-07
2023-01-11,0.001860730992162804,0.998139231476547,3.7532245009756804e-08
2023-01-12,0.9980420792728782,0.0019579085217834645,1.2204879002039953e-08
2023-01-13,0.0017962737515832352,0.9982037231520462,3.0965599833396386e-09
2023-01-16,0.9980769438325049,0.0019230368478903924,1.9321360844455453e-08
2023-01-17,0.0017074637378082294,0.9982925315086089,4.752925521421735e-09
2023-01-18,0.998180944729219,0.0018190524901232643,2.779880033925432e-09
2023-01-19,0.0016608565230820317,0.998339139887861,3.5880166805797187e-09
2023-01-20,0.998247765964054,0.0017522325072753808,1.5285170123750964e-09
2023-01-23,0.0016414152104942364,0.9983585845906587,1.976210173102196e-10
2023-01-24,0.9981945146224288,0.0018054835124417773,1.866281444416032e-09
2023-01-25,0.0017294904358717297,0.9982704859053733,2.366010989946924e-08
2023-01-27,0.9976675533611176,0.0023226637857150234,9.78285494374444e-06
2023-01-30,0.0021706586471506987,0.9978292302559507,1.110953210053343e-07
2023-01-31,0.9975697942288962,0.0024301905993567236,1.5170091120560425e-08
2023-02-01,0.00234626014974658,0.9976537280704412,1.1780933869634436e-08
2023-02-02,0.997475788413983,0.0025241608471288724,5.073771637844961e-08
2023-02-03,0.002404592616164323,0.9975953856253651,2.1759406494120247e-08
2023-02-06,0.9971612938179446,0.0028386522362629563,5.3944489095574635e-08
2023-02-07,0.0027384396020923227,0.9972615512312741,9.165065164109425e-09
2023-02-08,0.9970333346903386,0.0029666574951234268,7.81299504615016e-09
2023-02-09,0.002735057305917098,0.9972649363214304,6.374077971022634e-09
2023-02-10,0.9970678851981724,0.002932104164928329,1.0636207460435293e-08
2023-02-13,0.0026906400277302025,0.9973093342479374,2.5724022035812993e-08
2023-02-14,0.9971516202782745,0.002848363674153503,1.6048392529300935e-08
2023-02-15,0.0025319824158179247,0.9974679671595814,5.042373633053048e-08
2023-02-16,0.9971727293987513,0.002827203302864809,6.729660413592008e-08
2023-02-17,0.0026935719234662974,0.997306333122347,9.495422325351771e-08
2023-02-20,0.9969601727320785,0.0030392333068284517,5.939626339399622e-07
2023-02-21,0.0029544922480535256,0.9970454280743155,7.967680894043417e-08
2023-02-22,0.9965341807068769,0.003457930342066031,7.888950349218792e-06
2023-02-23,0.0032829394251652514,0.9967161506375205,9.09938714604969e-07
2023-02-24,0.9964838459239536,0.003515985271817692,1.688024383346802e-07
2023-02-27,0.0033813529286693565,0.9966185859853326,6.108610342410881e-08
2023-02-28,0.9963995460137531,0.003600240168037608,2.1381807836278676e-07
2023-03-01,0.00348636977292359,0.9965135844881214,4.5739634778056984e-08
2023-03-02,0.9963375758395986,0.0036621401094397666,2.840510772688726e-07
2023-03-03,0.003460078264384952,0.9965398835792066,3.815517380128622e-08
2023-03-06,0.9963564504233074,0.00364336668586069,1.8288925628242836e-07
2023-03-08,0.0033168746490558855,0.9966830364228673,8.892683669953962e-08
2023-03-09,0.9963822129215101,0.0036163288375557984,1.4582401111182246e-06
2023-03-10,0.0035040093974162438,0.9964932609237562,2.7296781275110457e-06
2023-03-13,0.9959824261242358,0.0039533137585064295,6.426011719538011e-05
2023-03-14,0.003695603026752378,0.9962750720676075,2.932490674180562e-05
2023-03-15,0.9962386841314507,0.00376101102511827,3.048436557941736e-07
2023-03-16,0.003078869696005922,0.9969208205673942,3.097363103839058e-07
2023-03-17,0.997025986114468,0.002974007295782263,6.591488646551322e-09
2023-03-20,0.0019461237879332073,0.9980535856378449,2.9057549075503765e-07
2023-03-21,0.9980624597476307,0.0019374037104782727,1.365433882254187e-07
2023-03-22,0.0013890784496251567,0.998610680721841,2.408298440000125e-07
2023-03-23,0.9986038741485689,0.0013960828831181317,4.29672750040143e-08
2023-03-24,0.0010427735756652055,0.9989571668956198,5.952824775339896e-08
2023-03-27,0.9989114920345166,0.001088475470385563,3.2494670525641755e-08
2023-03-28,0.0006589611025347068,0.999340997778797,4.1119673620842273e-08
2023-03-29,0.9993728070189536,0.0006271854981281699,7.483274377893072e-09
2023-03-31,0.00034400721802510954,0.9996557049294268,2.878543144346205e-07
2023-04-03,0.9996390135534903,0.0003608519138308915,1.345312675096268e-07
2023-04-05,0.0002404660295959028,0.9997594532392051,8.073162292049903e-08
2023-04-06,0.9997474997947642,0.00025247314098780647,2.7062796916418594e-08
2023-04-10,0.0001376096031982326,0.9998623400815341,5.031685689435428e-08
2023-04-11,0.9998423496916604,0.0001576213911337087,2.891813640104713e-08
2023-04-12,0.00012648243426133788,0.9998735085472463,9.019717178772145e-09
2023-04-13,0.999812656258257,0.00018729877892430046,4.496355133064105e-08
2023-04-17,0.00018146336217316107,0.9998183569704858,1.7966668162381303e-07
