,Strategy
2017-05-31,0.004576791727330405
2017-06-01,0.00690464697905694
2017-06-02,0.0036178313676583002
2017-06-05,-0.008058810737492796
2017-06-06,0.0021677371007867803
2017-06-07,-0.013456910320314222
2017-06-08,0.002510321370410064
2017-06-09,-0.005992515520568442
2017-06-12,0.0012199310155722636
2017-06-13,-0.004582899166530215
2017-06-14,-0.00342044991803432
2017-06-15,-0.004950709336228657
2017-06-16,0.0030699908789448126
2017-06-19,0.016921794735347266
2017-06-20,-0.0044799384425504955
2017-06-21,0.008604230438958292
2017-06-22,-0.0004922243122106785
2017-06-23,-0.013610792999399206
2017-06-27,-0.007826418503217466
2017-06-28,-0.0008594433128741745
2017-06-29,0.005483297583405903
2017-06-30,-0.00789991450262751
2017-07-03,0.004735159701930354
2017-07-04,-0.0037805153370278417
2017-07-05,-0.0033230138297348716
2017-07-06,0.006809443886337639
2017-07-07,0.006518725814272527
2017-07-10,0.006555116077177834
2017-07-12,0.0006039071706583963
2017-07-13,0.0016339810111759717
2017-07-14,-0.0025539162981215112
2017-07-17,0.0017063833658554793
2017-07-18,0.0008517887513480704
2017-07-19,0.006207511484774215
2017-07-20,-0.001494942343894523
2017-07-21,0.0014516116438341548
2017-07-24,0.005431000442861716
2017-07-25,0.0032884355203916015
2017-07-26,0.004919998754654931
2017-07-27,0.008205643627718775
2017-07-28,-0.0035853774984907576
2017-07-31,0.009476813432754905
2017-08-01,0.0006134916929434682
2017-08-02,-0.002164155111367098
2017-08-03,-0.01220290188729564
2017-08-04,0.0049674000218987895
2017-08-07,0.0025559908560951316
2017-08-08,-0.009908825831323978
2017-08-09,-0.007353132315074356
2017-08-10,-0.005188717232360471
2017-08-11,-0.0076916547238777815
2017-08-14,0.0043590893397034485
2017-08-16,0.010737328028371292
2017-08-17,0.017624100470735593
2017-08-18,0.004159489943833805
2017-08-21,-0.005597419791403526
2017-08-22,0.002388646451126995
2017-08-23,0.01596373160312856
2017-08-24,-0.00615144915043878
2017-08-28,-0.0001555692687804817
2017-08-29,-0.010011364456643385
2017-08-30,0.014057228747273338
2017-08-31,0.004894893678371302
2017-09-01,-0.005459049953923367
2017-09-04,-0.010353092407070696
2017-09-05,0.0027850725668828223
2017-09-06,0.0028404769500624187
2017-09-07,0.004140607759469646
2017-09-08,0.013088651925783054
2017-09-11,0.02188379818396422
2017-09-12,0.007121747578648743
